"","Area","Year","Week","State","Location","Total_Kes","Duration_of_Outbreak_in_day","Wind_mean_weekly","Rainfall_mm_mean_weekly","Humidity_mean_weekly","Solar_Radiation_Mjm2_mean_weekly","Area_Population"
"2124","Petaling",2015,10,"SELANGOR","Ss_14,5",70,81,64.8571428571429,15.8857142857143,1.15714285714286,0,1765495
"2125","Petaling",2015,10,"SELANGOR","Du_Ss_21__2_",80,81,64.8571428571429,15.8857142857143,1.15714285714286,0,1765495
"2126","Petaling",2015,10,"SELANGOR","Bl_Pju_6A_Kg_Sg_Kayu_Ara_5__Jln_Teratai,_Melur,_Mawar,_Melati_",112,80,64.8571428571429,15.8857142857143,1.15714285714286,0,1765495
"2127","Petaling",2014,46,"SELANGOR","Seksyen_20_Teres_A",168,32,83.3,21.1428571428571,0.971428571428571,0,1765495
"2128","Petaling",2014,46,"SELANGOR","Pju_5_Seksyen_7_Apartmen_Ixora",157,31,83.3,21.1428571428571,0.971428571428571,0,1765495
"2129","Petaling",2015,3,"SELANGOR","Tmn_Puchong_Prima_Elina_Blok_A,_B,_C,_D,_5_Tkt",23,51,64.5857142857143,16.4857142857143,1.22857142857143,0,1765495
"2130","Petaling",2015,10,"SELANGOR","Seksyen_16__Pangsapuri_Anggerik_Indah_",64,79,64.8571428571429,15.8857142857143,1.15714285714286,0,1765495
"2131","Petaling",2015,10,"SELANGOR","Usj_1,1",111,79,64.8571428571429,15.8857142857143,1.15714285714286,0,1765495
"2132","Petaling",2014,46,"SELANGOR","Seksyen_9_Kondo_Sri_Mahligai",12,31,83.3,21.1428571428571,0.971428571428571,0,1765495
"2133","Petaling",2015,10,"SELANGOR","Seksyen_19_Teres_B_:_Jln_19,4_,19,7B",12,76,64.8571428571429,15.8857142857143,1.15714285714286,0,1765495
"2134","Petaling",2015,10,"SELANGOR","Usj_1_Angsana_Appt",127,76,64.8571428571429,15.8857142857143,1.15714285714286,0,1765495
"2135","Petaling",2015,3,"SELANGOR","Blpju_9_Sd_13_Apt_Sri_Meranti_2_:_Blok_H,_J,_K,_L,_M,_N,_P,_Q,_R",70,48,64.5857142857143,16.4857142857143,1.22857142857143,0,1765495
"2136","Petaling",2015,3,"SELANGOR","Usj_8_Subang_Perdana_Goodyearcourt_5",12,48,64.5857142857143,16.4857142857143,1.22857142857143,0,1765495
"2137","Petaling",2015,3,"SELANGOR","Tmn_Puchong_Permai_1__Flat_38_Blok_A_",84,48,64.5857142857143,16.4857142857143,1.22857142857143,0,1765495
"2138","Petaling",2015,3,"SELANGOR","Seksyen_8_Teres_B_Jln_8,14_,_Jln_8,28",60,47,64.5857142857143,16.4857142857143,1.22857142857143,0,1765495
"2139","Petaling",2015,12,"SELANGOR","Bandar_Kinrara_5_Jln_Bk_5,9,Bk_5,18_,_Ipd_Serdang",96,83,1.27142857142857,1.05714285714286,72.0714285714286,0,1765495
"2140","Petaling",2015,10,"SELANGOR","Taman_Puchong_Utama_Court_2",122,73,64.8571428571429,15.8857142857143,1.15714285714286,0,1765495
"2141","Petaling",2015,10,"SELANGOR","Bl_Pju_10_Indah_Kondo",60,72,64.8571428571429,15.8857142857143,1.15714285714286,0,1765495
"2142","Petaling",2015,10,"SELANGOR","Dun_Bg_Seksyen_14_Teres_A_:_Jln_14,1_,_Jln_14,28",120,72,64.8571428571429,15.8857142857143,1.15714285714286,0,1765495
"2143","Petaling",2015,3,"SELANGOR","Seksyen_22_Kg_Kebun_Bunga",179,44,64.5857142857143,16.4857142857143,1.22857142857143,0,1765495
"2144","Petaling",2015,10,"SELANGOR","Tm_Pjs_3_Sri_Manja_Court__Jln_Pjs_3,44_",118,69,64.8571428571429,15.8857142857143,1.15714285714286,0,1765495
"2145","Petaling",2015,10,"SELANGOR","Bandar_Kinrara_5_Jln_Bk_5,9,Bk_5,18_,_Ipd_Serdang",70,69,64.8571428571429,15.8857142857143,1.15714285714286,0,1765495
"2146","Petaling",2015,10,"SELANGOR","Usj_6,1_Subang_Perdana_Goodyear_Court_2",34,69,64.8571428571429,15.8857142857143,1.15714285714286,0,1765495
"2147","Petaling",2015,9,"SELANGOR","Du_Ss_21_2",80,74,73.9571428571429,5.68571428571429,1.12857142857143,0,1765495
"2148","Petaling",2015,10,"SELANGOR","Kd_Pju_5_Seksyen_6_Gugusan_Seroja",120,68,64.8571428571429,15.8857142857143,1.15714285714286,0,1765495
"2149","Petaling",2015,3,"SELANGOR","Usj_9,5",70,43,64.5857142857143,16.4857142857143,1.22857142857143,0,1765495
"2150","Petaling",2015,9,"SELANGOR","Du_Ss_2_2",119,73,73.9571428571429,5.68571428571429,1.12857142857143,0,1765495
"2151","Petaling",2015,3,"SELANGOR","Seksyen_15__Dataran_Otomobil_:_Blok_1_,_18_",12,42,64.5857142857143,16.4857142857143,1.22857142857143,0,1765495
"2152","Petaling",2015,3,"SELANGOR","Taman_Lestari_Putra_5",168,42,64.5857142857143,16.4857142857143,1.22857142857143,0,1765495
"2153","Petaling",2015,3,"SELANGOR","Seksyen_20_Flat_B_:_Blok_13_,_19",157,40,64.5857142857143,16.4857142857143,1.22857142857143,0,1765495
"2154","Petaling",2015,3,"SELANGOR","Blpju_6_Bu_1__Teres_A_:_Jln_1,1,_1,1A,_1,9_,_1,15_",60,40,64.5857142857143,16.4857142857143,1.22857142857143,0,1765495
"2155","Petaling",2015,3,"SELANGOR","Blpju_9_Sd_2",168,40,64.5857142857143,16.4857142857143,1.22857142857143,0,1765495
"2156","Petaling",2015,10,"SELANGOR","Usj_20,1,3",179,64,64.8571428571429,15.8857142857143,1.15714285714286,0,1765495
"2157","Petaling",2015,10,"SELANGOR","Ss_14,1",70,64,64.8571428571429,15.8857142857143,1.15714285714286,0,1765495
"2158","Petaling",2015,10,"SELANGOR","Ss_16_Casa_Tiara_Appt",60,63,64.8571428571429,15.8857142857143,1.15714285714286,0,1765495
"2159","Petaling",2014,50,"SELANGOR","Seksyen_U10_Alam_Budiman_Jln_Pulau_Lumut",88,64,78.6857142857143,27.4857142857143,0.9,0,1765495
"2160","Petaling",2015,3,"SELANGOR","Seksyen_20_Teres_A",168,39,64.5857142857143,16.4857142857143,1.22857142857143,0,1765495
"2161","Petaling",2015,10,"SELANGOR","Seksyen_24__Flat_J_:_Blok_79_,_84_",126,62,64.8571428571429,15.8857142857143,1.15714285714286,0,1765495
"2162","Petaling",2015,10,"SELANGOR","Sri_Pjs_10_Apt_Subang_Ville_Ehsan",43,62,64.8571428571429,15.8857142857143,1.15714285714286,0,1765495
"2163","Petaling",2015,10,"SELANGOR","Pst_Bdr_Puchong__Jln_Bandar_,_Qts_Bomba_",12,62,64.8571428571429,15.8857142857143,1.15714285714286,0,1765495
"2164","Petaling",2015,10,"SELANGOR","Taman_Saujana_Puchong_10",51,62,64.8571428571429,15.8857142857143,1.15714285714286,0,1765495
"2165","Petaling",2015,10,"SELANGOR","Taman_Saujana_Puchong_Sp_7",96,62,64.8571428571429,15.8857142857143,1.15714285714286,0,1765495
"2166","Petaling",2015,10,"SELANGOR","Taman_Puchong_Perdana_4_Blok_A,G",51,62,64.8571428571429,15.8857142857143,1.15714285714286,0,1765495
"2167","Petaling",2014,50,"SELANGOR","Seksyen_U5__Apartment_Matahari_:_Blok_A_,_H_",116,62,78.6857142857143,27.4857142857143,0.9,0,1765495
"2168","Petaling",2015,10,"SELANGOR","Seksyen_U2_Teres_B__Jln_U2,2,U2,13_",70,61,64.8571428571429,15.8857142857143,1.15714285714286,0,1765495
"2169","Petaling",2015,10,"SELANGOR","Tmn_Perindustrian_Puchong_Jln_Tpp_1,20,1,36",103,60,64.8571428571429,15.8857142857143,1.15714285714286,0,1765495
"2170","Petaling",2015,10,"SELANGOR","Seksyen_18_Jln_18,3_Flat_A_:_Blok_2_,10",43,59,64.8571428571429,15.8857142857143,1.15714285714286,0,1765495
"2171","Petaling",2015,10,"SELANGOR","Seksyen_7_Flat_D_:_Blok_52_,_58",166,59,64.8571428571429,15.8857142857143,1.15714285714286,0,1765495
"2172","Petaling",2014,47,"SELANGOR","Seksyen_19_Teres_A_Jln_19,2_,_Jln_19,7B",135,36,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2173","Petaling",2014,47,"SELANGOR","Seksyen_20_Teres_A",179,39,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2174","Petaling",2014,47,"SELANGOR","Seksyen_4_Teres_C_:_Jln_4,1A_,_1B,_Jln_4,4A_,_4,6A",122,49,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2175","Petaling",2014,47,"SELANGOR","Seksyen_7_Apt_Kristal_Height",1,35,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2176","Petaling",2014,47,"SELANGOR","Seksyen_7_Flat_A_:_Blok_1_,_12,_Blok_38_,_43",144,109,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2177","Petaling",2014,47,"SELANGOR","Seksyen_7_Flat_B_:_Blok_13_,_37",80,82,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2178","Petaling",2014,47,"SELANGOR","Seksyen_7_Shah_Alam_Teres_B_Zon_A_Jln_7,29_,_7,30,_Unisel_,_Jln_A7,A_,_F7,F",23,36,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2179","Petaling",2014,47,"SELANGOR","Seksyen_7_Shah_Alam_Teres_C_Zon_B_Jln_7,41_,_7,51",34,58,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2180","Petaling",2014,47,"SELANGOR","Seksyen_7E_B_Pusat_Komersial_Jln_Aa7,Aa_,_Ac7,Ac_,_Jln_U7,U_,_Z7,Z",48,95,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2181","Petaling",2014,47,"SELANGOR","Seksyen_9_Kondo_Sri_Mahligai",51,38,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2182","Petaling",2014,47,"SELANGOR","Seksyen_U10_Alam_Budiman__Jln_Pulau_Lumut",23,43,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2183","Petaling",2014,47,"SELANGOR","Seksyen_U16_Apartment_Kiambang",1,34,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2184","Petaling",2014,47,"SELANGOR","Seksyen_U2_Teres_E",110,50,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2185","Petaling",2014,47,"SELANGOR","Seksyen_U5__Apartment_Matahari_:_Blok_A_,_H_",107,41,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2186","Petaling",2014,47,"SELANGOR","Seksyen_U5__Apartment_Mentari_:_Blok_1_,_3_",168,33,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2187","Petaling",2014,47,"SELANGOR","Seksyen_U5__Apartment_Sri_Pelangi_",110,62,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2188","Petaling",2014,47,"SELANGOR","Seksyen_U5__Desa_Subang_A_",135,32,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2189","Petaling",2014,47,"SELANGOR","Seksyen_U5__Nusa_Subang_:_Teres_",114,50,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2190","Petaling",2014,47,"SELANGOR","Seksyen_U5__Pangsapuri_Sri_Bintang_",124,33,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2191","Petaling",2014,47,"SELANGOR","Pjs_8_Mentari_Court_1",64,48,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2192","Petaling",2014,47,"SELANGOR","Pju_10_Indah_Kondo",179,34,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2193","Petaling",2014,47,"SELANGOR","Pju_10_Apartment_Bayu",179,46,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2194","Petaling",2014,47,"SELANGOR","Pju_10_Apartment_Harmoni_1__A,B,C,L,M,N,O,P,Q_",43,37,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2195","Petaling",2014,47,"SELANGOR","Pju_10_Apartment_Harmoni_2__D,E,F,G,H,J,K,T,S,R_",118,93,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2196","Petaling",2014,47,"SELANGOR","Pju_10_Apartment_Idaman_2__Blok_E,F,G,O,P,Q,R,S_",43,49,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2197","Petaling",2014,47,"SELANGOR","Pju_10_Apartment_Lestari",148,199,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2198","Petaling",2014,47,"SELANGOR","Pju_10_Apartment_Permai",111,70,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2199","Petaling",2014,47,"SELANGOR","Pju_10_Saujana_Damansara",43,60,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2200","Petaling",2014,47,"SELANGOR","Pju_1A_Ara_Damansara",12,50,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2201","Petaling",2014,47,"SELANGOR","Pju_5_Seksyen_4_Gugusan_Semarak",64,92,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2202","Petaling",2014,47,"SELANGOR","Pju_5_Seksyen_5_Sepah_Puteri_Jln_5,1,5,19",43,60,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2203","Petaling",2014,47,"SELANGOR","Pju_5_Seksyen_6",115,79,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2204","Petaling",2014,47,"SELANGOR","Pju_5_Seksyen_7",75,40,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2205","Petaling",2014,47,"SELANGOR","Pju_5_Seksyen_7_Apartmen_Ixora",168,38,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2206","Petaling",2014,47,"SELANGOR","Pju_5_Seksyen_9_Rimba_Riang",146,39,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2207","Petaling",2014,47,"SELANGOR","Pju_7_Flat_Desa_Mutiara",34,72,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2208","Petaling",2014,47,"SELANGOR","Pju_9_Sd_13_Apt_Sd_2",135,36,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2209","Petaling",2014,47,"SELANGOR","Pju_9_Sd_13_Apt_Sri_Meranti_1__Blok_A,B,C,D,E,F,G_",75,69,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2210","Petaling",2014,47,"SELANGOR","Pju_9_Sd_7",23,54,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2211","Petaling",2014,47,"SELANGOR","Seksyen_8_Petaling_Jaya",100,97,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2212","Petaling",2014,47,"SELANGOR","Ss_1_Kampung_Tunku",155,156,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2213","Petaling",2014,47,"SELANGOR","Ss_2_Selatan",39,352,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2214","Petaling",2014,47,"SELANGOR","Ss_22_Damansara_Jaya",174,155,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2215","Petaling",2014,47,"SELANGOR","Ss_23_Taman_Sea",64,85,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2216","Petaling",2014,47,"SELANGOR","Ss_6_Kediaman_Kastam_Kelana_Jaya",23,79,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2217","Petaling",2014,47,"SELANGOR","Bandar_Kinrara_1",70,72,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2218","Petaling",2014,47,"SELANGOR","Bandar_Kinrara_2",135,37,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2219","Petaling",2014,47,"SELANGOR","Bandar_Kinrara_Bk_6F__P'Puri_Enggang",51,60,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2220","Petaling",2014,47,"SELANGOR","Batu_13_Kg_Sri_Aman_Lorong_Bestari",110,51,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2221","Petaling",2014,47,"SELANGOR","Kota_Perdana_Kp_4_Mawar_Jaya",88,77,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2222","Petaling",2014,47,"SELANGOR","Pusat_Bandar_Puchong_Jln_Wawasan_2",107,49,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2223","Petaling",2014,47,"SELANGOR","Taman_Equine__Putra_Permai_Apt_",103,95,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2224","Petaling",2014,47,"SELANGOR","Taman_Puchong_Perdana_Jln_Mawar",64,55,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2225","Petaling",2014,47,"SELANGOR","Taman_Serdang_Perdana_5__Rumah_Kedai_",23,62,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2226","Petaling",2014,47,"SELANGOR","Usj_14__Court_7_",146,31,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2227","Petaling",2014,47,"SELANGOR","Usj_14,1",43,32,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2228","Petaling",2014,47,"SELANGOR","Usj_2,5",96,70,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2229","Petaling",2014,47,"SELANGOR","Usj_6,2",64,59,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2230","Petaling",2014,47,"SELANGOR","Bandar_Kinrara_4__Jln_Bk_4,1_Sebahagian_4,2,4,4_",34,39,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2231","Petaling",2014,47,"SELANGOR","Taman_Saujana_Puchong_Sp_3__Flat_Sri_Sentosa_",179,36,76.2571428571429,7.51428571428571,0.814285714285714,0,1765495
"2232","Petaling",2014,48,"SELANGOR","Ss_2_Selatan",40,359,70.4285714285714,27.4,0.871428571428571,0,1765495
"2233","Petaling",2014,48,"SELANGOR","Pju_10_Apartment_Lestari",152,206,70.4285714285714,27.4,0.871428571428571,0,1765495
"2234","Petaling",2014,48,"SELANGOR","Ss_1_Kampung_Tunku",156,163,70.4285714285714,27.4,0.871428571428571,0,1765495
"2235","Petaling",2014,48,"SELANGOR","Ss_22_Damansara_Jaya",176,162,70.4285714285714,27.4,0.871428571428571,0,1765495
"2236","Petaling",2015,4,"SELANGOR","Seksyen_U2_Teres_C",119,88,70.6714285714286,4.51428571428571,0.985714285714286,0,1765495
"2237","Petaling",2015,4,"SELANGOR","Taman_Lestari_Putra_6",111,88,70.6714285714286,4.51428571428571,0.985714285714286,0,1765495
"2238","Petaling",2014,48,"SELANGOR","Seksyen_7_Flat_A_:_Blok_1_,_12,_Blok_38_,_43",153,116,70.4285714285714,27.4,0.871428571428571,0,1765495
"2239","Petaling",2014,48,"SELANGOR","Seksyen_8_Petaling_Jaya",103,104,70.4285714285714,27.4,0.871428571428571,0,1765495
"2240","Petaling",2014,48,"SELANGOR","Seksyen_7E_B_Pusat_Komersial_Jln_Aa7,Aa_,_Ac7,Ac_,_Jln_U7,U_,_Z7,Z",52,102,70.4285714285714,27.4,0.871428571428571,0,1765495
"2241","Petaling",2014,51,"SELANGOR","Ss_1_Kampung_Tunku",170,184,82.3285714285714,22.0285714285714,0.714285714285714,0,1765495
"2242","Petaling",2015,4,"SELANGOR","Sri_Pjs_6_Flat_Desa_Mentari_1_:_Blok_1,_2,_3",96,87,70.6714285714286,4.51428571428571,0.985714285714286,0,1765495
"2243","Petaling",2015,10,"SELANGOR","Bandar_Puteri_7__Pangsapuri_Sri_Begonia",146,37,64.8571428571429,15.8857142857143,1.15714285714286,0,1765495
"2244","Petaling",2014,48,"SELANGOR","Pju_5_Seksyen_4_Gugusan_Semarak",64,99,70.4285714285714,27.4,0.871428571428571,0,1765495
"2245","Petaling",2014,51,"SELANGOR","Seksyen_7E_B_Pusat_Komersial_Jln_Aa7,Aa_,_Ac7,Ac_,_Jln_U7,U_,_Z7,Z",61,123,82.3285714285714,22.0285714285714,0.714285714285714,0,1765495
"2246","Petaling",2014,48,"SELANGOR","Ss_23_Taman_Sea",64,92,70.4285714285714,27.4,0.871428571428571,0,1765495
"2247","Petaling",2014,48,"SELANGOR","Seksyen_7_Flat_B_:_Blok_13_,_37",100,89,70.4285714285714,27.4,0.871428571428571,0,1765495
"2248","Petaling",2015,10,"SELANGOR","Seksyen_23__Kaw_Perindustrian_A_:_Jln_23,1_",168,36,64.8571428571429,15.8857142857143,1.15714285714286,0,1765495
"2249","Petaling",2014,48,"SELANGOR","Pju_5_Seksyen_6",117,86,70.4285714285714,27.4,0.871428571428571,0,1765495
"2250","Petaling",2014,48,"SELANGOR","Ss_6_Kediaman_Kastam_Kelana_Jaya",23,86,70.4285714285714,27.4,0.871428571428571,0,1765495
"2251","Petaling",2014,48,"SELANGOR","Kota_Perdana_Kp_4_Mawar_Jaya",88,84,70.4285714285714,27.4,0.871428571428571,0,1765495
"2252","Petaling",2015,10,"SELANGOR","Bl_Pju_9_Sd_13_Apt_Sd_2",135,36,64.8571428571429,15.8857142857143,1.15714285714286,0,1765495
"2253","Petaling",2014,48,"SELANGOR","Pju_7_Flat_Desa_Mutiara",34,79,70.4285714285714,27.4,0.871428571428571,0,1765495
"2254","Petaling",2014,48,"SELANGOR","Pju_10_Apartment_Permai",114,77,70.4285714285714,27.4,0.871428571428571,0,1765495
"2255","Petaling",2014,48,"SELANGOR","Usj_2,5",96,77,70.4285714285714,27.4,0.871428571428571,0,1765495
"2256","Petaling",2014,48,"SELANGOR","Pju_9_Sd_13_Apt_Sri_Meranti_1__Blok_A,B,C,D,E,F,G_",80,76,70.4285714285714,27.4,0.871428571428571,0,1765495
"2257","Petaling",2015,10,"SELANGOR","Seksyen_U16__Pangsapuri_Cendana_:_Blok_35_,_40_",135,35,64.8571428571429,15.8857142857143,1.15714285714286,0,1765495
"2258","Petaling",2015,10,"SELANGOR","Kt_Pju_3_Palm_Spring_Kondo_1_:_Blok_A,_B,_C",12,35,64.8571428571429,15.8857142857143,1.15714285714286,0,1765495
"2259","Petaling",2014,48,"SELANGOR","Seksyen_U5_Apartment_Sri_Pelangi",112,69,70.4285714285714,27.4,0.871428571428571,0,1765495
"2260","Petaling",2014,48,"SELANGOR","Taman_Serdang_Perdana_5__Rumah_Kedai_",23,69,70.4285714285714,27.4,0.871428571428571,0,1765495
"2261","Petaling",2015,10,"SELANGOR","Kd_Pju_1A_Pacific_Place",179,34,64.8571428571429,15.8857142857143,1.15714285714286,0,1765495
"2262","Petaling",2014,48,"SELANGOR","Pju_10_Saujana_Damansara",43,67,70.4285714285714,27.4,0.871428571428571,0,1765495
"2263","Petaling",2014,48,"SELANGOR","Pju_5_Seksyen_5_Sepah_Puteri_Jln_5,1,_5,19",64,67,70.4285714285714,27.4,0.871428571428571,0,1765495
"2264","Petaling",2014,48,"SELANGOR","Bandar_Kinrara_Bk_6F_P'Puri_Enggang",64,67,70.4285714285714,27.4,0.871428571428571,0,1765495
"2265","Petaling",2015,10,"SELANGOR","Usj_12,1",168,34,64.8571428571429,15.8857142857143,1.15714285714286,0,1765495
"2266","Petaling",2015,4,"SELANGOR","Tm_Pjs_2B_Flat_Desa_Mentari__Blok_9,_10_",112,68,70.6714285714286,4.51428571428571,0.985714285714286,0,1765495
"2267","Petaling",2014,48,"SELANGOR","Taman_Puchong_Perdana_Jln_Mawar",75,62,70.4285714285714,27.4,0.871428571428571,0,1765495
"2268","Petaling",2015,4,"SELANGOR","Seksyen_20_Flat_Pkns_A_Blok_1_,_Blok_4",96,65,70.6714285714286,4.51428571428571,0.985714285714286,0,1765495
"2269","Petaling",2015,4,"SELANGOR","Sri_Pjs_6_Flat_Desa_Mentari_2_:_Blok_4,_5_,_6",60,65,70.6714285714286,4.51428571428571,0.985714285714286,0,1765495
"2270","Petaling",2014,48,"SELANGOR","Pju_9_Sd_7",34,61,70.4285714285714,27.4,0.871428571428571,0,1765495
"2271","Petaling",2014,48,"SELANGOR","Batu_13_Kg_Sri_Aman_Lorong_Bestari",111,58,70.4285714285714,27.4,0.871428571428571,0,1765495
"2272","Petaling",2014,48,"SELANGOR","Seksyen_U2_Teres_E",114,57,70.4285714285714,27.4,0.871428571428571,0,1765495
"2273","Petaling",2014,48,"SELANGOR","Seksyen_U5__Nusa_Subang_:_Teres_",119,57,70.4285714285714,27.4,0.871428571428571,0,1765495
"2274","Petaling",2014,48,"SELANGOR","Pju_1A_Ara_Damansara",43,57,70.4285714285714,27.4,0.871428571428571,0,1765495
"2275","Petaling",2014,48,"SELANGOR","Seksyen_4_Teres_C_:_Jln_4,1A_,_1B,_Jln_4,4A_,_4,6A",126,56,70.4285714285714,27.4,0.871428571428571,0,1765495
"2276","Petaling",2014,48,"SELANGOR","Pju_10_Apartment_Idaman_2_Blok_E,F,G,O,P,Q,R,S",51,56,70.4285714285714,27.4,0.871428571428571,0,1765495
"2277","Petaling",2014,48,"SELANGOR","Pusat_Bandar_Puchong_Jln_Wawasan_2",112,56,70.4285714285714,27.4,0.871428571428571,0,1765495
"2278","Petaling",2014,48,"SELANGOR","Pjs_8_Mentari_Court_1",75,55,70.4285714285714,27.4,0.871428571428571,0,1765495
"2279","Petaling",2015,4,"SELANGOR","Seksyen_9_Kondo_Sri_Mahligai",75,58,70.6714285714286,4.51428571428571,0.985714285714286,0,1765495
"2280","Petaling",2015,4,"SELANGOR","Taman_Kinrara_5__Flat_Taman_Mawar_",1,58,70.6714285714286,4.51428571428571,0.985714285714286,0,1765495
"2281","Petaling",2014,48,"SELANGOR","Pju_10_Apartment_Bayu",12,53,70.4285714285714,27.4,0.871428571428571,0,1765495
"2282","Petaling",2015,13,"SELANGOR","Seksyen_7_Flat_D_:_Blok_52,58",178,80,1,21.6285714285714,72.7142857142857,0,1765495
"2283","Petaling",2014,48,"SELANGOR","Seksyen_U10_Alam_Budiman__Jln_Pulau_Lumut",64,50,70.4285714285714,27.4,0.871428571428571,0,1765495
"2284","Petaling",2015,10,"SELANGOR","Seksyen_U16__Pangsapuri_Kiambang_:_Blok_21_,_27_",124,31,64.8571428571429,15.8857142857143,1.15714285714286,0,1765495
"2285","Petaling",2014,48,"SELANGOR","Seksyen_U5_Apartment_Matahari_:_Blok_A_,_H",110,48,70.4285714285714,27.4,0.871428571428571,0,1765495
"2286","Petaling",2014,48,"SELANGOR","Pju_5_Seksyen_7",75,47,70.4285714285714,27.4,0.871428571428571,0,1765495
"2287","Petaling",2015,11,"SELANGOR","Seksyen_7_Flat_A_:_Blok_1_,_12,_Blok_38_,_43",20,228,12.8428571428571,14.3428571428571,58.1571428571429,0,1765495
"2288","Petaling",2015,11,"SELANGOR","Seksyen_7_Pusat_Komersial_A_:_Jln_Aa_7,Aa_,_Ac_7,Ac,_T_7,T_,_Z_7,Z",0,214,12.8428571428571,14.3428571428571,58.1571428571429,0,1765495
"2289","Petaling",2014,48,"SELANGOR","Seksyen_20_Teres_A",1,46,70.4285714285714,27.4,0.871428571428571,0,1765495
"2290","Petaling",2014,48,"SELANGOR","Pju_5_Seksyen_9_Rimba_Riang",157,46,70.4285714285714,27.4,0.871428571428571,0,1765495
"2291","Petaling",2014,48,"SELANGOR","Pju_9_Sd_10_Jln_Margosa",12,46,70.4285714285714,27.4,0.871428571428571,0,1765495
"2292","Petaling",2014,48,"SELANGOR","Bandar_Kinrara_4__Jln_Bk_4,1_Sebahagian_4,2,4,4_",60,46,70.4285714285714,27.4,0.871428571428571,0,1765495
"2293","Petaling",2015,11,"SELANGOR","Seksyen_6__Teres_A_:_Jln_6,1A_,_6,2F_,_6,9A_,_6,10A_",134,136,12.8428571428571,14.3428571428571,58.1571428571429,0,1765495
"2294","Petaling",2014,48,"SELANGOR","Pju_5_Seksyen_7_Apartmen_Ixora",168,45,70.4285714285714,27.4,0.871428571428571,0,1765495
