"","Area","Year","Week","State","Location","Total_Kes","Duration_of_Outbreak_in_day","Wind_mean_weekly","Rainfall_mm_mean_weekly","Humidity_mean_weekly","Solar_Radiation_Mjm2_mean_weekly","Area_Population"
"1","Gombak",2014,48,"SELANGOR","Appt_Bdr_Baru_Kundang",43,64,70.4285714285714,27.4,0.871428571428571,0,668694
"2","Gombak",2015,11,"SELANGOR","Tmn_Samudera_Selatan",60,52,12.8428571428571,14.3428571428571,58.1571428571429,0,668694
"3","Gombak",2015,4,"SELANGOR","Bdr_Tasik_Puteri_Gv_6",1,32,70.6714285714286,4.51428571428571,0.985714285714286,0,668694
"4","Gombak",2014,51,"SELANGOR","Tmn_Selayang_Utama_Zon_1",64,68,82.3285714285714,22.0285714285714,0.714285714285714,0,668694
"5","Gombak",2015,9,"SELANGOR","Bdr_Country_Homes_Fasa_12",64,75,73.9571428571429,5.68571428571429,1.12857142857143,0,668694
"6","Gombak",2014,44,"SELANGOR","Tmn_Rasmi_Jaya_Zon_2",88,46,82.4857142857143,15.8,1.02857142857143,0,668694
"7","Gombak",2014,43,"SELANGOR","Ukay_Bistari_Zon_3",124,33,81.7714285714286,33.5714285714286,1.08571428571429,0,668694
"8","Gombak",2015,10,"SELANGOR","Tmn_Greenpark",168,33,64.8571428571429,15.8857142857143,1.15714285714286,0,668694
"9","Gombak",2015,4,"SELANGOR","Flat_Pinggiran_Bt_Caves",146,33,70.6714285714286,4.51428571428571,0.985714285714286,0,668694
"10","Gombak",2014,44,"SELANGOR","Tmn_Rasmi_Jaya_Zon_1",34,47,82.4857142857143,15.8,1.02857142857143,0,668694
"11","Gombak",2014,38,"SELANGOR","Tmn_Melawati_F",34,49,75.1142857142857,4.71428571428571,1.25714285714286,0,668694
"12","Gombak",2014,47,"SELANGOR","Tmn_Selasih_Fasa_2_Zon_3",146,31,76.2571428571429,7.51428571428571,0.814285714285714,0,668694
"13","Gombak",2014,38,"SELANGOR","Tmn_Daya_Zon_3",1,53,75.1142857142857,4.71428571428571,1.25714285714286,0,668694
"14","Gombak",2014,47,"SELANGOR","Appt_Selasih_Ttt",12,39,76.2571428571429,7.51428571428571,0.814285714285714,0,668694
"15","Gombak",2014,41,"SELANGOR","Appt_Azalea_Court",135,32,68.5285714285714,17.0571428571429,1.15714285714286,0,668694
"16","Gombak",2014,37,"SELANGOR","Kepong_Ulu_Zon_1",157,57,72.4571428571429,14.6857142857143,1.02857142857143,0,668694
"17","Gombak",2014,42,"SELANGOR","Menara_Jade_Kondo",146,48,67.8,26.4857142857143,1.2,0,668694
"18","Gombak",2014,36,"SELANGOR","Appt_Suria_Kip_Kepong",12,46,70.4714285714286,3.34285714285714,1.15714285714286,0,668694
"19","Gombak",2015,7,"SELANGOR","Tmn_Ehsan",34,60,67.3714285714286,5.94285714285714,1.27142857142857,0,668694
"20","Gombak",2015,10,"SELANGOR","Appt_Setia",135,33,64.8571428571429,15.8857142857143,1.15714285714286,0,668694
"21","Gombak",2014,47,"SELANGOR","Tmn_Pelangi_Rawang_Zon_2",179,31,76.2571428571429,7.51428571428571,0.814285714285714,0,668694
"22","Gombak",2014,36,"SELANGOR","Tmn_Sri_Hijau",124,31,70.4714285714286,3.34285714285714,1.15714285714286,0,668694
"23","Gombak",2014,51,"SELANGOR","Kg_Sri_Indah_B",157,37,82.3285714285714,22.0285714285714,0.714285714285714,0,668694
"24","Gombak",2015,7,"SELANGOR","Tmn_Rawang_Perdana",75,54,67.3714285714286,5.94285714285714,1.27142857142857,0,668694
"25","Gombak",2015,2,"SELANGOR","Appt_Casaria_Bch",157,52,80.3428571428571,18.1142857142857,0.985714285714286,0,668694
"26","Gombak",2015,11,"SELANGOR","Tmn_Bidara_Fasa_1",75,89,12.8428571428571,14.3428571428571,58.1571428571429,0,668694
"27","Gombak",2015,10,"SELANGOR","Tmn_Bkt_Rawang_Jaya",168,36,64.8571428571429,15.8857142857143,1.15714285714286,0,668694
"28","Gombak",2014,41,"SELANGOR","Tmn_Tar",157,32,68.5285714285714,17.0571428571429,1.15714285714286,0,668694
"29","Gombak",2015,14,"SELANGOR","Tmn_Rawang_Perdana",112,103,1.04285714285714,24.6285714285714,79.8857142857143,0,668694
"30","Gombak",2014,45,"SELANGOR","Estana_Court",146,34,67.9,17,1.14285714285714,0,668694
"31","Gombak",2014,50,"SELANGOR","Appt_Desa_2",135,35,78.6857142857143,27.4857142857143,0.9,0,668694
"32","Gombak",2014,48,"SELANGOR","Kg_Simpang_3",119,61,70.4285714285714,27.4,0.871428571428571,0,668694
"33","Gombak",2014,48,"SELANGOR","Appt_Sri_Selayang",80,64,70.4285714285714,27.4,0.871428571428571,0,668694
"34","Gombak",2014,43,"SELANGOR","Bt_10_Gombak",135,38,81.7714285714286,33.5714285714286,1.08571428571429,0,668694
"35","Gombak",2015,7,"SELANGOR","Kg_Sg_Cincin",70,40,67.3714285714286,5.94285714285714,1.27142857142857,0,668694
"36","Gombak",2015,13,"SELANGOR","Au1C_Tmn_Keramat",75,49,1,21.6285714285714,72.7142857142857,0,668694
"37","Gombak",2014,36,"SELANGOR","Tmn_Desa_Jaya_Zon_5",146,38,70.4714285714286,3.34285714285714,1.15714285714286,0,668694
"38","Gombak",2014,50,"SELANGOR","Bdr_Tasik_Puteri_Fasa_7A_Zon_2",75,48,78.6857142857143,27.4857142857143,0.9,0,668694
"39","Gombak",2014,49,"SELANGOR","Tmn_Sri_Gombak_Fasa_8_Zon_1",1,67,76.4428571428571,1.8,0.928571428571429,0,668694
"40","Gombak",2014,53,"SELANGOR","Kg_Simpang_3",127,96,81.3333333333333,7.46666666666667,0.933333333333333,0,668694
"41","Gombak",2014,48,"SELANGOR","Tmn_Pelangi_Rawang_Zon_2",34,38,70.4285714285714,27.4,0.871428571428571,0,668694
"42","Gombak",2015,14,"SELANGOR","Appt_Desa_1",148,81,1.04285714285714,24.6285714285714,79.8857142857143,0,668694
"43","Gombak",2015,3,"SELANGOR","Selayang_Baru",119,37,64.5857142857143,16.4857142857143,1.22857142857143,0,668694
"44","Gombak",2015,4,"SELANGOR","Bdr_Tasik_Puteri_Fasa_7",43,39,70.6714285714286,4.51428571428571,0.985714285714286,0,668694
"45","Gombak",2014,45,"SELANGOR","Flat_Prima_Selayang",135,32,67.9,17,1.14285714285714,0,668694
"46","Gombak",2015,3,"SELANGOR","Bdr_Tasik_Puteri_Fasa_7",12,32,64.5857142857143,16.4857142857143,1.22857142857143,0,668694
"47","Gombak",2015,14,"SELANGOR","Bdr_Country_Home_Fasa_1",107,71,1.04285714285714,24.6285714285714,79.8857142857143,0,668694
"48","Gombak",2015,16,"SELANGOR","Tmn_Ukay_Bistari",124,37,1.32857142857143,7.6,71.7285714285714,0,668694
"49","Gombak",2015,13,"SELANGOR","Tmn_Rawang_Perdana",111,96,1,21.6285714285714,72.7142857142857,0,668694
"50","Gombak",2015,16,"SELANGOR","Kg_Sg_Bakau",43,67,1.32857142857143,7.6,71.7285714285714,0,668694
"51","Gombak",2014,45,"SELANGOR","Tmn_Bkt_Indah_Fasa_3_Zon_1",43,80,67.9,17,1.14285714285714,0,668694
"52","Gombak",2015,7,"SELANGOR","Kg_Baru_Kundang",107,58,67.3714285714286,5.94285714285714,1.27142857142857,0,668694
"53","Gombak",2014,36,"SELANGOR","Tmn_Daya_Zon_3",157,39,70.4714285714286,3.34285714285714,1.15714285714286,0,668694
"54","Gombak",2014,51,"SELANGOR","Appt_Kenanga_Ttt",157,33,82.3285714285714,22.0285714285714,0.714285714285714,0,668694
"55","Gombak",2015,11,"SELANGOR","Tmn_Selayang_Jaya",168,36,12.8428571428571,14.3428571428571,58.1571428571429,0,668694
"56","Gombak",2014,42,"SELANGOR","Tmn_Laman_Oakleaf",124,32,67.8,26.4857142857143,1.2,0,668694
"57","Gombak",2015,4,"SELANGOR","Bdr_Tasik_Puteri_Fasa_6",23,39,70.6714285714286,4.51428571428571,0.985714285714286,0,668694
"58","Gombak",2014,47,"SELANGOR","Appt_Bdr_Baru_Kundang",23,57,76.2571428571429,7.51428571428571,0.814285714285714,0,668694
"59","Gombak",2014,37,"SELANGOR","Tmn_Melawati_F",12,42,72.4571428571429,14.6857142857143,1.02857142857143,0,668694
"60","Gombak",2014,42,"SELANGOR","Bt_10_Gombak",135,31,67.8,26.4857142857143,1.2,0,668694
"61","Gombak",2015,16,"SELANGOR","Bdr_Country_Home_Fasa_1",114,85,1.32857142857143,7.6,71.7285714285714,0,668694
"62","Gombak",2015,7,"SELANGOR","Tmn_Jati",70,51,67.3714285714286,5.94285714285714,1.27142857142857,0,668694
"63","Gombak",2015,8,"SELANGOR","Bdr_Tasik_Puteri_Fasa_7_",75,67,35.6428571428571,4.14285714285714,1,0,668694
"64","Gombak",2015,11,"SELANGOR","Bdr_Tasik_Puteri_Gv_6",51,81,12.8428571428571,14.3428571428571,58.1571428571429,0,668694
"65","Gombak",2014,45,"SELANGOR","Appt_Sri_Selayang",70,43,67.9,17,1.14285714285714,0,668694
"66","Gombak",2015,12,"SELANGOR","Tmn_Samudera_Selatan",60,59,1.27142857142857,1.05714285714286,72.0714285714286,0,668694
"67","Gombak",2014,36,"SELANGOR","Au1B_Tmn_Keramat_Zon_4_Flat",60,60,70.4714285714286,3.34285714285714,1.15714285714286,0,668694
"68","Gombak",2014,41,"SELANGOR","Tmn_Rasmi_Jaya_Zon_2",84,32,68.5285714285714,17.0571428571429,1.15714285714286,0,668694
"69","Gombak",2015,3,"SELANGOR","Appt_Palma_Bch",111,76,64.5857142857143,16.4857142857143,1.22857142857143,0,668694
"70","Gombak",2014,51,"SELANGOR","Appt_Desa_1",157,32,82.3285714285714,22.0285714285714,0.714285714285714,0,668694
"71","Gombak",2014,47,"SELANGOR","Tmn_Sri_Gombak_Fasa_8_Zon_1",179,53,76.2571428571429,7.51428571428571,0.814285714285714,0,668694
"72","Gombak",2015,16,"SELANGOR","Tmn_Wangsa_Permai",84,83,1.32857142857143,7.6,71.7285714285714,0,668694
"73","Gombak",2014,36,"SELANGOR","Ukay_Bistari_Zon_3",168,43,70.4714285714286,3.34285714285714,1.15714285714286,0,668694
"74","Gombak",2015,4,"SELANGOR","Kg_Simpang_3",134,124,70.6714285714286,4.51428571428571,0.985714285714286,0,668694
"75","Gombak",2014,52,"SELANGOR","Kg_Sg_Tua_Baru_Zon_2",146,34,89.5428571428571,19.6,0.728571428571429,0,668694
"76","Gombak",2015,16,"SELANGOR","Tmn_Gombak_Setia",1,37,1.32857142857143,7.6,71.7285714285714,0,668694
"77","Gombak",2014,50,"SELANGOR","Tmn_Selayang_Utama_Zon_1",64,61,78.6857142857143,27.4857142857143,0.9,0,668694
"78","Gombak",2015,9,"SELANGOR","Bdr_Tasik_Puteri_Fasa_7",80,74,73.9571428571429,5.68571428571429,1.12857142857143,0,668694
"79","Gombak",2015,15,"SELANGOR","Bdr_Country_Home_Fasa_1",107,78,1.1,12.4285714285714,75.1714285714286,0,668694
"80","Gombak",2014,50,"SELANGOR","Kg_Baru_Kundang_Zon_1",84,47,78.6857142857143,27.4857142857143,0.9,0,668694
"81","Gombak",2015,17,"SELANGOR","Bdr_Country_Home_Fasa_1",114,92,1.22857142857143,18.8857142857143,78.7714285714286,0,668694
"82","Gombak",2015,7,"SELANGOR","Usj_2,2",84,58,67.3714285714286,5.94285714285714,1.27142857142857,0,668694
"83","Gombak",2015,4,"SELANGOR","Tmn_Rawang_Perdana",12,33,70.6714285714286,4.51428571428571,0.985714285714286,0,668694
"84","Gombak",2015,5,"SELANGOR","Kg_Simpang_3",138,131,72.0142857142857,8.51428571428571,1.11428571428571,0,668694
"85","Gombak",2014,43,"SELANGOR","Tmn_Rasmi_Jaya_Zon_1",34,47,81.7714285714286,33.5714285714286,1.08571428571429,0,668694
"86","Gombak",2015,5,"SELANGOR","Appt_Sri_Baiduri",157,33,72.0142857142857,8.51428571428571,1.11428571428571,0,668694
"87","Gombak",2015,5,"SELANGOR","Bdr_Tasik_Puteri_Fasa_7",51,46,72.0142857142857,8.51428571428571,1.11428571428571,0,668694
"88","Gombak",2014,50,"SELANGOR","Kg_Sri_Indah_B",157,30,78.6857142857143,27.4857142857143,0.9,0,668694
"89","Gombak",2015,7,"SELANGOR","Bdr_Tasik_Puteri_GV_11",60,40,67.3714285714286,5.94285714285714,1.27142857142857,0,668694
"90","Gombak",2014,53,"SELANGOR","Appt_Kenanga_Ttt",1,47,81.3333333333333,7.46666666666667,0.933333333333333,0,668694
"91","Gombak",2015,3,"SELANGOR","Bdr_Tasik_Puteri_Fasa_6",168,32,64.5857142857143,16.4857142857143,1.22857142857143,0,668694
"92","Gombak",2015,3,"SELANGOR","Tmn_Bersatu_Gombak",23,32,64.5857142857143,16.4857142857143,1.22857142857143,0,668694
"93","Gombak",2014,44,"SELANGOR","Bt_10_Gombak",135,38,82.4857142857143,15.8,1.02857142857143,0,668694
"94","Gombak",2015,5,"SELANGOR","Au1A_Tmn_Keramat",124,31,72.0142857142857,8.51428571428571,1.11428571428571,0,668694
"95","Gombak",2014,52,"SELANGOR","Appt_Kenanga_Ttt",1,40,89.5428571428571,19.6,0.728571428571429,0,668694
"96","Gombak",2014,36,"SELANGOR","Au2A_Tmn_Keramat_Zon_3",146,38,70.4714285714286,3.34285714285714,1.15714285714286,0,668694
"97","Gombak",2015,7,"SELANGOR","Kg_Laksamana",179,36,67.3714285714286,5.94285714285714,1.27142857142857,0,668694
"98","Gombak",2015,4,"SELANGOR","Selayang_Baru",129,44,70.6714285714286,4.51428571428571,0.985714285714286,0,668694
"99","Gombak",2014,44,"SELANGOR","Rumah_Kedai_Prima_Selayang",168,36,82.4857142857143,15.8,1.02857142857143,0,668694
"100","Gombak",2014,49,"SELANGOR","Kg_Melayu_Sri_Kundang_E",168,47,76.4428571428571,1.8,0.928571428571429,0,668694
"101","Gombak",2014,46,"SELANGOR","Kg_Sg_Cincin",146,31,83.3,21.1428571428571,0.971428571428571,0,668694
"102","Gombak",2015,5,"SELANGOR","Tmn_Tun_Perak",146,37,72.0142857142857,8.51428571428571,1.11428571428571,0,668694
"103","Gombak",2015,16,"SELANGOR","Tmn_Desa_Jaya",124,32,1.32857142857143,7.6,71.7285714285714,0,668694
"104","Gombak",2014,41,"SELANGOR","Tmn_Sri_Gombak_Fasa_9_Zon_1",135,43,68.5285714285714,17.0571428571429,1.15714285714286,0,668694
"105","Gombak",2015,4,"SELANGOR","Tmn_Bkt_Indah_Fasa_1",12,33,70.6714285714286,4.51428571428571,0.985714285714286,0,668694
"106","Gombak",2015,13,"SELANGOR","Tmn_Selaseh_Fasa_2",124,35,1,21.6285714285714,72.7142857142857,0,668694
"107","Gombak",2014,38,"SELANGOR","Tmn_Selasih_Fasa_2_Zon_3",124,31,75.1142857142857,4.71428571428571,1.25714285714286,0,668694
"108","Gombak",2014,47,"SELANGOR","Kg_Melayu_Wira_Damai",146,45,76.2571428571429,7.51428571428571,0.814285714285714,0,668694
"109","Gombak",2014,47,"SELANGOR","Kg_Simpang_3",118,54,76.2571428571429,7.51428571428571,0.814285714285714,0,668694
"110","Gombak",2014,44,"SELANGOR","Tmn_Bkt_Indah_Fasa_3_Zon_1",34,66,82.4857142857143,15.8,1.02857142857143,0,668694
"111","Gombak",2015,11,"SELANGOR","Kg_Baru_Kundang",121,86,12.8428571428571,14.3428571428571,58.1571428571429,0,668694
"112","Gombak",2015,12,"SELANGOR","Tmn_Keramat",135,40,1.27142857142857,1.05714285714286,72.0714285714286,0,668694
"113","Gombak",2014,41,"SELANGOR","Kg_Melayu_Sri_Kundang_A",146,33,68.5285714285714,17.0571428571429,1.15714285714286,0,668694
"114","Gombak",2014,47,"SELANGOR","Au3_Tmn_Keramat_Zon_5",70,37,76.2571428571429,7.51428571428571,0.814285714285714,0,668694
"115","Gombak",2014,36,"SELANGOR","Kepong_Ulu_Zon_1",146,50,70.4714285714286,3.34285714285714,1.15714285714286,0,668694
"116","Gombak",2014,39,"SELANGOR","Au1B_Tmn_Keramat_Zon_4_Flat",75,81,77,14.8857142857143,1.14285714285714,0,668694
"117","Gombak",2014,53,"SELANGOR","Appt_Casaria_Bch",146,38,81.3333333333333,7.46666666666667,0.933333333333333,0,668694
"118","Gombak",2014,50,"SELANGOR","Appt_Bdr_Baru_Kundang",51,78,78.6857142857143,27.4857142857143,0.9,0,668694
"119","Gombak",2015,5,"SELANGOR","Tmn_Bidara_Fasa_1",168,47,72.0142857142857,8.51428571428571,1.11428571428571,0,668694
"120","Gombak",2015,11,"SELANGOR","Bdr_Country_Home_Fasa_1",75,50,12.8428571428571,14.3428571428571,58.1571428571429,0,668694
"121","Gombak",2015,8,"SELANGOR","Appt_Desa_1_",84,39,35.6428571428571,4.14285714285714,1,0,668694
"122","Gombak",2014,49,"SELANGOR","Appt_Anggerik_Ttt",51,56,76.4428571428571,1.8,0.928571428571429,0,668694
"123","Gombak",2014,47,"SELANGOR","Tmn_Selayang_Utama_Zon_1",23,40,76.2571428571429,7.51428571428571,0.814285714285714,0,668694
"124","Gombak",2014,38,"SELANGOR","Selayang_Baru_8",60,60,75.1142857142857,4.71428571428571,1.25714285714286,0,668694
"125","Gombak",2014,38,"SELANGOR","Appt_Palma_Bch",12,42,75.1142857142857,4.71428571428571,1.25714285714286,0,668694
"126","Gombak",2015,11,"SELANGOR","Au2A_Taman_Keramat",23,48,12.8428571428571,14.3428571428571,58.1571428571429,0,668694
"127","Gombak",2015,5,"SELANGOR","Kg_Nakhoda",34,46,72.0142857142857,8.51428571428571,1.11428571428571,0,668694
"128","Gombak",2015,5,"SELANGOR","Bdr_Tasik_Puteri_Fasa_6",43,46,72.0142857142857,8.51428571428571,1.11428571428571,0,668694
"129","Gombak",2014,46,"SELANGOR","Appt_Putra_Laksamana",146,34,83.3,21.1428571428571,0.971428571428571,0,668694
"130","Gombak",2015,5,"SELANGOR","Tmn_Bersatu",34,46,72.0142857142857,8.51428571428571,1.11428571428571,0,668694
"131","Gombak",2015,8,"SELANGOR","Sri_Maya_Condo_",146,37,35.6428571428571,4.14285714285714,1,0,668694
"132","Gombak",2014,37,"SELANGOR","Au1B_Tmn_Keramat_Zon_4_Flat",70,67,72.4571428571429,14.6857142857143,1.02857142857143,0,668694
"133","Gombak",2014,51,"SELANGOR","Appt_Desa_2",135,42,82.3285714285714,22.0285714285714,0.714285714285714,0,668694
"134","Gombak",2015,11,"SELANGOR","Bdr_Tasik_Puteri_Fasa_3",157,45,12.8428571428571,14.3428571428571,58.1571428571429,0,668694
"135","Gombak",2015,2,"SELANGOR","Kg_Simpang_3",130,110,80.3428571428571,18.1142857142857,0.985714285714286,0,668694
"136","Gombak",2015,14,"SELANGOR","Kg_Sg_Bakau",34,53,1.04285714285714,24.6285714285714,79.8857142857143,0,668694
"137","Gombak",2014,51,"SELANGOR","Tmn_Bidara_Fasa_1_Zon_2",88,58,82.3285714285714,22.0285714285714,0.714285714285714,0,668694
"138","Gombak",2015,10,"SELANGOR","Bdr_Tasik_Puteri_Gv_11",88,61,64.8571428571429,15.8857142857143,1.15714285714286,0,668694
"139","Gombak",2015,12,"SELANGOR","Kg_Nakhoda",34,44,1.27142857142857,1.05714285714286,72.0714285714286,0,668694
"140","Gombak",2015,11,"SELANGOR","Appt_Desa_Temenggong",168,34,12.8428571428571,14.3428571428571,58.1571428571429,0,668694
"141","Gombak",2015,8,"SELANGOR","Tmn_Melawati_",75,36,35.6428571428571,4.14285714285714,1,0,668694
"142","Gombak",2015,11,"SELANGOR","Tmn_Rawang_Perdana",103,82,12.8428571428571,14.3428571428571,58.1571428571429,0,668694
"143","Gombak",2014,49,"SELANGOR","Appt_Bdr_Baru_Kundang",43,70,76.4428571428571,1.8,0.928571428571429,0,668694
"144","Gombak",2014,51,"SELANGOR","Bdr_Tasik_Puteri_Fasa_7A_Zon_2",84,55,82.3285714285714,22.0285714285714,0.714285714285714,0,668694
"145","Gombak",2014,51,"SELANGOR","Kg_Baru_Kundang_Zon_1",84,54,82.3285714285714,22.0285714285714,0.714285714285714,0,668694
"146","Gombak",2014,41,"SELANGOR","Tmn_Melawati_F",64,70,68.5285714285714,17.0571428571429,1.15714285714286,0,668694
"147","Gombak",2015,13,"SELANGOR","Bd_Country_Home_Fasa_1",103,64,1,21.6285714285714,72.7142857142857,0,668694
"148","Gombak",2015,7,"SELANGOR","Appt_Palma_Bch",126,104,67.3714285714286,5.94285714285714,1.27142857142857,0,668694
"149","Gombak",2015,15,"SELANGOR","Tmn_Melawati_F",146,37,1.1,12.4285714285714,75.1714285714286,0,668694
"150","Gombak",2014,51,"SELANGOR","Kg_Simpang_3",125,82,82.3285714285714,22.0285714285714,0.714285714285714,0,668694
"151","Gombak",2015,9,"SELANGOR","Tmn_Samudera_Selatan",34,38,73.9571428571429,5.68571428571429,1.12857142857143,0,668694
"152","Gombak",2015,6,"SELANGOR","Kg_Simpang_3",140,138,61.5,1.14285714285714,1.25714285714286,0,668694
"153","Gombak",2015,11,"SELANGOR","Bdr_Country_Homes_Fasa_6",60,41,12.8428571428571,14.3428571428571,58.1571428571429,0,668694
"154","Gombak",2014,46,"SELANGOR","Appt_Azalea_Court",12,67,83.3,21.1428571428571,0.971428571428571,0,668694
"155","Gombak",2015,17,"SELANGOR","Tmn_Sri_Gombak_Fasa_9",146,34,1.22857142857143,18.8857142857143,78.7714285714286,0,668694
"156","Gombak",2015,12,"SELANGOR","Bdr_Tasik_Puteri_Fasa_3",157,52,1.27142857142857,1.05714285714286,72.0714285714286,0,668694
"157","Gombak",2015,8,"SELANGOR","Appt_Gemilang_",135,32,35.6428571428571,4.14285714285714,1,0,668694
"158","Gombak",2015,17,"SELANGOR","Appt_Desa_1",153,102,1.22857142857143,18.8857142857143,78.7714285714286,0,668694
"159","Gombak",2015,9,"SELANGOR","Appt_Tmn_Tun_Perak",168,46,73.9571428571429,5.68571428571429,1.12857142857143,0,668694
"160","Gombak",2014,50,"SELANGOR","Appt_Palma_Bch",51,34,78.6857142857143,27.4857142857143,0.9,0,668694
"161","Gombak",2015,2,"SELANGOR","Appt_Palma_Bch",103,69,80.3428571428571,18.1142857142857,0.985714285714286,0,668694
"162","Gombak",2014,48,"SELANGOR","Tmn_Selasih_Fasa_2_Zon_3",157,38,70.4285714285714,27.4,0.871428571428571,0,668694
"163","Gombak",2014,48,"SELANGOR","Tmn_Bidara_Fasa_1_Zon_2",34,37,70.4285714285714,27.4,0.871428571428571,0,668694
"164","Gombak",2015,5,"SELANGOR","Bdr_Country_Homes_Fasa_12",43,47,72.0142857142857,8.51428571428571,1.11428571428571,0,668694
"165","Gombak",2015,11,"SELANGOR","Tmn_Wangsa_Permai",60,48,12.8428571428571,14.3428571428571,58.1571428571429,0,668694
"166","Gombak",2015,5,"SELANGOR","Appt_Rawang_Perdana",124,32,72.0142857142857,8.51428571428571,1.11428571428571,0,668694
"167","Gombak",2015,13,"SELANGOR","Kg_Nakhoda",43,51,1,21.6285714285714,72.7142857142857,0,668694
"168","Gombak",2014,40,"SELANGOR","Menara_Jade_Kondo",135,34,80.3142857142857,11.7142857142857,1.1,0,668694
"169","Gombak",2014,37,"SELANGOR","Appt_Palma_Bch",12,35,72.4571428571429,14.6857142857143,1.02857142857143,0,668694
"170","Gombak",2015,3,"SELANGOR","Appt_Bayu_Bch",146,32,64.5857142857143,16.4857142857143,1.22857142857143,0,668694
"171","Gombak",2014,45,"SELANGOR","Tmn_Melawati_F",84,98,67.9,17,1.14285714285714,0,668694
"172","Gombak",2015,8,"SELANGOR","Kg_Changkat_",60,44,35.6428571428571,4.14285714285714,1,0,668694
"173","Gombak",2015,12,"SELANGOR","Appt_Saujana_Ria",179,32,1.27142857142857,1.05714285714286,72.0714285714286,0,668694
"174","Gombak",2015,4,"SELANGOR","Tmn_Desa_Jaya",12,41,70.6714285714286,4.51428571428571,0.985714285714286,0,668694
"175","Gombak",2014,46,"SELANGOR","Appt_Sri_Selayang",75,50,83.3,21.1428571428571,0.971428571428571,0,668694
"176","Gombak",2014,46,"SELANGOR","Appt_Bdr_Baru_Kundang",12,50,83.3,21.1428571428571,0.971428571428571,0,668694
"177","Gombak",2015,10,"SELANGOR","Tmn_Daya",12,48,64.8571428571429,15.8857142857143,1.15714285714286,0,668694
"178","Gombak",2014,52,"SELANGOR","Appt_Desa_1",168,39,89.5428571428571,19.6,0.728571428571429,0,668694
"179","Gombak",2015,7,"SELANGOR","Bdr_Tasik_Puteri_Fasa_7",64,60,67.3714285714286,5.94285714285714,1.27142857142857,0,668694
"180","Gombak",2015,5,"SELANGOR","Kg_Baru_Kundang",80,44,72.0142857142857,8.51428571428571,1.11428571428571,0,668694
"181","Gombak",2014,51,"SELANGOR","Appt_Palma_Bch",70,41,82.3285714285714,22.0285714285714,0.714285714285714,0,668694
"182","Gombak",2014,53,"SELANGOR","Appt_Nuri",168,31,81.3333333333333,7.46666666666667,0.933333333333333,0,668694
"183","Gombak",2014,43,"SELANGOR","Menara_Jade_Kondo",157,55,81.7714285714286,33.5714285714286,1.08571428571429,0,668694
"184","Gombak",2014,48,"SELANGOR","Appt_Orkid_Bkt_Indah",135,33,70.4285714285714,27.4,0.871428571428571,0,668694
"185","Gombak",2015,5,"SELANGOR","Appt_Julia",146,34,72.0142857142857,8.51428571428571,1.11428571428571,0,668694
"186","Gombak",2014,49,"SELANGOR","Tmn_Pelangi_Rawang_Zon_2",60,45,76.4428571428571,1.8,0.928571428571429,0,668694
"187","Gombak",2015,4,"SELANGOR","Bdr_Country_Homes_Fasa_12",43,40,70.6714285714286,4.51428571428571,0.985714285714286,0,668694
"188","Gombak",2015,10,"SELANGOR","Bdr_Country_Home_Fasa_1",64,43,64.8571428571429,15.8857142857143,1.15714285714286,0,668694
"189","Gombak",2014,52,"SELANGOR","Appt_Palma_Bch",70,48,89.5428571428571,19.6,0.728571428571429,0,668694
"190","Gombak",2015,3,"SELANGOR","Tmn_Desa_Jaya",179,34,64.5857142857143,16.4857142857143,1.22857142857143,0,668694
"191","Gombak",2014,45,"SELANGOR","Appt_Azalea_Court",12,60,67.9,17,1.14285714285714,0,668694
"192","Gombak",2014,37,"SELANGOR","Tmn_Daya_Zon_3",179,46,72.4571428571429,14.6857142857143,1.02857142857143,0,668694
"193","Gombak",2015,9,"SELANGOR","Appt_Palma_Bch",130,118,73.9571428571429,5.68571428571429,1.12857142857143,0,668694
"194","Gombak",2015,8,"SELANGOR","Bdr_Tasik_Puteri_Gv_11_",70,47,35.6428571428571,4.14285714285714,1,0,668694
"195","Gombak",2015,8,"SELANGOR","Kg_Sg_Cincin_",70,47,35.6428571428571,4.14285714285714,1,0,668694
"196","Gombak",2015,4,"SELANGOR","Tmn_Bersatu_Gombak",23,39,70.6714285714286,4.51428571428571,0.985714285714286,0,668694
"197","Gombak",2015,10,"SELANGOR","Au2A_Taman_Keramat",168,41,64.8571428571429,15.8857142857143,1.15714285714286,0,668694
"198","Gombak",2015,9,"SELANGOR","Tmn_Bidara_Fasa_1",64,75,73.9571428571429,5.68571428571429,1.12857142857143,0,668694
"199","Gombak",2015,8,"SELANGOR","Tmn_Bersatu_Gombak_",80,67,35.6428571428571,4.14285714285714,1,0,668694
"200","Gombak",2014,44,"SELANGOR","Appt_Azalea_Court",157,46,82.4857142857143,15.8,1.02857142857143,0,668694
"201","Gombak",2015,7,"SELANGOR","Flat_Pinggiran_Bt_Caves",23,54,67.3714285714286,5.94285714285714,1.27142857142857,0,668694
"202","Gombak",2015,7,"SELANGOR","Selayang_Baru",164,65,67.3714285714286,5.94285714285714,1.27142857142857,0,668694
"203","Gombak",2014,36,"SELANGOR","Selayang_Baru_8",51,46,70.4714285714286,3.34285714285714,1.15714285714286,0,668694
"204","Gombak",2014,50,"SELANGOR","Tmn_Bkt_Rawang_Jaya",124,33,78.6857142857143,27.4857142857143,0.9,0,668694
